county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
JOHNSTON	PR31A	PR31A	Age Over 66	UNA	W	UN	F	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
VANCE	WH	WH1	Age 41 - 65	UNA	W	NL	F	43	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	151	151	Age 41 - 65	UNA	U	HL	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
DURHAM	24	24	Age 18 - 25	UNA	U	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
JACKSON	SDC	SYLDIL	Age 41 - 65	UNA	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
DAVIDSON	80A	80	Age 26 - 40	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
SAMPSON	CLSW	CLSW	Age Over 66	REP	W	NL	M	33	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CARTERET	CCCP	CCCP	Age 41 - 65	DEM	U	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CABARRUS	12-05	12-05	Age 41 - 65	REP	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
PITT	1508A	1508A	Age 18 - 25	LIB	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
BEAUFORT	WASH2	WASH2	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
HENDERSON	BK	BK	Age 26 - 40	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CABARRUS	12-09	12-09	Age 26 - 40	UNA	U	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
FRANKLIN	11	11	Age 18 - 25	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
HALIFAX	RR3-4	RR-4	Age 41 - 65	UNA	W	NL	M	33	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
COLUMBUS	P21	P21	Age 41 - 65	UNA	B	NL	F	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAYNE	12	12	Age 41 - 65	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
RANDOLPH	AW	08	Age 41 - 65	DEM	W	NL	F	8	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
RANDOLPH	AW	07	Age 26 - 40	UNA	B	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RANDOLPH	SW	18	Age 18 - 25	REP	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
WILKES	118	118	Age 26 - 40	DEM	W	NL	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	1510B	1510B	Age 26 - 40	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
BUNCOMBE	30.2	30.1	Age 41 - 65	REP	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAYNE	17	17	Age 18 - 25	UNA	B	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CABARRUS	01-04	01-04	Age 41 - 65	DEM	B	UN	U	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WILKES	102	102	Age 26 - 40	REP	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WILSON	PRCR	PRCR	Age 26 - 40	UNA	W	NL	M	14	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
EDGECOMBE	1203	1203	Age 18 - 25	UNA	U	UN	U	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	08-11	08-11	Age 26 - 40	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
PERSON	RCTL	ROX1	Age 26 - 40	DEM	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CHOWAN	2	2	Age 41 - 65	UNA	M	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CALDWELL	PR25	PR25	Age 18 - 25	UNA	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
FORSYTH	705	705	Age 18 - 25	REP	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	18-05	18-05	Age Over 66	DEM	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	G02	G02	Age 18 - 25	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DURHAM	03	03	Age 26 - 40	UNA	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
CUMBERLAND	G10A	G10	Age 41 - 65	DEM	B	UN	F	64	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	G02	G02	Age 18 - 25	UNA	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	006	006	Age 18 - 25	DEM	B	NL	M	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ORANGE	EF	EF	Age 18 - 25	REP	W	NL	M	13	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
TRANSYLVANIA	LR	LR	Age 26 - 40	UNA	U	UN	U	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BRUNSWICK	17	17	Age 41 - 65	UNA	U	UN	U	40	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GASTON	08	08	Age 26 - 40	REP	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
PAMLICO	1AL A	1AL	Age 41 - 65	UNA	W	NL	M	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	151	151	Age 26 - 40	UNA	B	NL	M	38	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BRUNSWICK	04A	04	Age 26 - 40	UNA	W	UN	M	11	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
LINCOLN	HC33	HV07	Age Over 66	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	103	103	Age 26 - 40	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
HARNETT	PR28	PR28	Age 26 - 40	UNA	B	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
LINCOLN	LN11	LN11	Age 41 - 65	REP	W	UN	F	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
JOHNSTON	PR26	PR26	Age 18 - 25	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G4C	G4	Age Over 66	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MOORE	CAM	CAM	Age 26 - 40	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FRANKLIN	08	08	Age 26 - 40	DEM	U	UN	U	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ORANGE	HE	ENO	Age 41 - 65	REP	W	UN	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
EDGECOMBE	0501	0501	Age 41 - 65	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	070	070	Age 41 - 65	REP	W	UN	M	9	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
GUILFORD	H17	H17	Age 18 - 25	UNA	O	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
HALIFAX	RR 11	RR-11	Age 18 - 25	DEM	B	NL	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	33	33	Age 41 - 65	REP	W	NL	M	4	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
JOHNSTON	PR35	PR03	Age 18 - 25	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ROBESON	32A	31	Age 18 - 25	DEM	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G6C	G6	Age 41 - 65	DEM	W	UN	F	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CARTERET	MHD1	MHD1	Age Over 66	DEM	B	NL	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
STOKES	09	09	Age 41 - 65	REP	W	NL	F	56	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
CRAVEN	17	17	Age Over 66	REP	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
JOHNSTON	PR27A	PR27	Age 26 - 40	DEM	B	NL	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	M07	M05	Age 18 - 25	UNA	W	NL	F	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
IREDELL	DV2-A	DV2-A	Age 41 - 65	REP	W	UN	U	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	014	014	Age 26 - 40	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	076	076	Age 18 - 25	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	207	207	Age 26 - 40	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	G55	G55	Age 18 - 25	UNA	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	G53	G53	Age 26 - 40	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
HAYWOOD	WE	WE	Age Over 66	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
DAVIDSON	76	76	Age Over 66	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
HARNETT	PR24	PR24	Age 18 - 25	UNA	W	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
YADKIN	EBND	EBND	Age 41 - 65	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
UNION	001	001	Age 41 - 65	DEM	I	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CUMBERLAND	AH49	AH49	Age Over 66	UNA	B	NL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	07-07	07-07	Age Over 66	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ROWAN	26	26	Age 18 - 25	REP	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
HALIFAX	LIT	LIT-1	Age 18 - 25	DEM	B	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	01-35	01-35	Age 26 - 40	DEM	B	NL	F	21	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CUMBERLAND	MB62	MB62	Age 41 - 65	DEM	B	NL	M	20	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
PITT	1403B	1403B	Age 26 - 40	REP	A	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CUMBERLAND	G9B-2	G9	Age 18 - 25	DEM	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	01-25	01-25	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
COLUMBUS	P12	P12	Age 41 - 65	UNA	W	NL	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	227	227	Age 18 - 25	UNA	W	NL	F	41	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BURKE	0020	0020	Age Over 66	DEM	W	NL	F	19	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
COLUMBUS	P19	P19	Age Over 66	DEM	W	NL	M	16	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
HAYWOOD	AC	AC	Age Over 66	REP	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	904	904	Age Over 66	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
VANCE	CC	DABN	Age Over 66	DEM	W	NL	F	9	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
PITT	1505B	1505B	Age 26 - 40	DEM	W	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ONSLOW	BM08	BM08	Age 41 - 65	DEM	W	NL	F	38	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WATAUGA	05	05	Age 26 - 40	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	302	302	Age 18 - 25	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	G34	G34	Age 41 - 65	UNA	W	UN	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	119	119	Age 26 - 40	LIB	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
ROCKINGHAM	MS	VA	Age 26 - 40	LIB	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ONSLOW	BC21	BC21	Age 41 - 65	REP	A	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
NEW HANOVER	CF02	CF02	Age 41 - 65	DEM	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
YANCEY	06 JAC	06-JAC	Age 41 - 65	DEM	W	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	W24	W24	Age 41 - 65	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	140	140	Age Over 66	DEM	W	NL	F	32	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BEAUFORT	BELHV	BELHV	Age Over 66	UNA	W	NL	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BUNCOMBE	44.1	44.1	Age 18 - 25	REP	W	NL	M	17	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MONTGOMERY	UWH	UWH	Age Over 66	UNA	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
HARNETT	PR01	PR01	Age 41 - 65	REP	O	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ONSLOW	NE22A	NE22	Age 41 - 65	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
LENOIR	N	N	Age 18 - 25	UNA	W	UN	F	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
HAYWOOD	LJ	LJ	Age 41 - 65	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DURHAM	55-11	55	Age 18 - 25	UNA	M	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	G30	G30	Age 26 - 40	UNA	W	NL	F	9	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	PG1	PG1	Age 18 - 25	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	044	044	Age 26 - 40	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	035	035	Age 41 - 65	UNA	U	UN	U	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BEAUFORT	OLDF	OLDF	Age 41 - 65	DEM	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GUILFORD	G60	G60	Age 41 - 65	UNA	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
FORSYTH	074	074	Age 26 - 40	UNA	A	NL	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
YANCEY	03 EGY	03-EGY	Age Over 66	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
JACKSON	CUL	CUL	Age 41 - 65	REP	W	UN	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MECKLENBURG	074	074	Age 41 - 65	REP	W	NL	F	26	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
WAKE	01-42	01-42	Age 41 - 65	DEM	A	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BURKE	0036	0036	Age 18 - 25	UNA	U	HL	F	1	11/03/2020	history	01/13/2021	TRANSFER	TRANSFER	UNA
CABARRUS	03-00	03-00	Age 26 - 40	UNA	M	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ROBESON	07	07	Age 41 - 65	UNA	W	NL	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DAVIE	06	06	Age 41 - 65	DEM	W	NL	M	10	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
EDGECOMBE	0201	0201	Age 41 - 65	DEM	B	NL	F	59	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	07-01	07-01	Age Over 66	DEM	W	NL	F	40	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
IREDELL	CD	CD	Age 18 - 25	UNA	B	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DURHAM	09	09	Age Over 66	REP	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
NASH	P16A	0040	Age 26 - 40	DEM	B	NL	F	11	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GASTON	45	45	Age 26 - 40	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
HENDERSON	HC	HC	Age 41 - 65	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CABARRUS	04-09	04-09	Age Over 66	UNA	A	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	04-05	04-05	Age Over 66	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	17-01	17-01	Age 41 - 65	REP	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	227	227	Age 18 - 25	REP	W	NL	F	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	01-11	01-11	Age 41 - 65	REP	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CABARRUS	12-14	12-10	Age 41 - 65	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
LINCOLN	ST36	OG10	Age 18 - 25	UNA	O	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WILSON	PRWA	PRWA	Age 26 - 40	DEM	B	UN	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	H26	H26	Age 18 - 25	UNA	M	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	19-17	19-17	Age 26 - 40	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	G30	G30	Age 26 - 40	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CUMBERLAND	G5C	G5	Age 41 - 65	UNA	B	UN	F	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	096	096	Age 41 - 65	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
PITT	1511B	1511B	Age 18 - 25	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	232	232	Age 41 - 65	UNA	W	HL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DUPLIN	MAGN	MAGN	Age 41 - 65	DEM	B	NL	M	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
ROWAN	17	17	Age 41 - 65	UNA	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BUNCOMBE	41.1	41.1	Age 26 - 40	UNA	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ROBESON	07	07	Age 18 - 25	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	088	088	Age Over 66	REP	A	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
WAKE	01-26	01-26	Age 41 - 65	DEM	B	UN	F	48	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	133	133	Age 41 - 65	UNA	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	07-04	07-04	Age 26 - 40	DEM	B	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	118	118	Age 41 - 65	DEM	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	JEF1	JEF1	Age Over 66	DEM	W	NL	M	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	011	011	Age 41 - 65	DEM	B	NL	F	10	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
TRANSYLVANIA	B3	B3	Age 41 - 65	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
CUMBERLAND	CC29	CC29	Age 18 - 25	REP	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
BUNCOMBE	44.1	44.1	Age 41 - 65	UNA	U	NL	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	SF2	SF2	Age 26 - 40	REP	W	NL	M	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
UNION	015	015	Age Over 66	DEM	W	UN	F	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	1505A	1505A	Age Over 66	REP	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HALIFAX	ENF1	ENF-1	Age 41 - 65	REP	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ROWAN	45	45	Age 41 - 65	REP	W	NL	M	7	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MECKLENBURG	014	014	Age 41 - 65	DEM	U	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JACKSON	SDC	SYLDIL	Age 41 - 65	DEM	A	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	04-20	04-20	Age 41 - 65	DEM	U	HL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ROWAN	14A	46	Age 41 - 65	REP	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
PAMLICO	2SW	2SW	Age Over 66	UNA	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
WAYNE	13	13	Age 18 - 25	DEM	O	HL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	69.1	69.1	Age 26 - 40	REP	W	UN	F	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	20-06A	20-06	Age 26 - 40	DEM	B	NL	M	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
IREDELL	DV2-B	DV2-B	Age 18 - 25	DEM	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HOKE	63	63	Age Over 66	UNA	W	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	148	148	Age 26 - 40	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	H01	H01	Age 18 - 25	DEM	O	HL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	51	51	Age 41 - 65	UNA	W	UN	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CARTERET	NPT1	NPT1	Age 18 - 25	REP	W	UN	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HARNETT	PR24	PR24	Age 26 - 40	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	17	17	Age 41 - 65	DEM	W	NL	F	19	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	225	225	Age Over 66	UNA	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ALEXANDER	B1	B1	Age 41 - 65	UNA	I	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ROBESON	25	25	Age 26 - 40	REP	I	NL	F	12	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HALIFAX	RR7-9	RR-7	Age 26 - 40	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	02-06	02-06	Age 41 - 65	DEM	A	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
