county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
NEW HANOVER	11/03/2020	voter	W03	W03	REP	W	UN	M	Age Over 66	5	
ORANGE	11/03/2020	voter	CB	CB	DEM	A	UN	F	Age 26 - 40	1	
DURHAM	11/03/2020	voter	22	22	DEM	I	HL	F	Age Over 66	1	
BUNCOMBE	11/03/2020	voter	24.1	24.1	LIB	W	UN	M	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	142	142	UNA	U	HL	F	Age 26 - 40	6	
WAYNE	11/03/2020	voter	29	29	UNA	B	UN	F	Age 26 - 40	8	
UNION	11/03/2020	voter	025	025	REP	W	UN	F	Age 26 - 40	12	
WAKE	11/03/2020	voter	12-01	12-01	UNA	W	UN	U	Age 18 - 25	6	
DURHAM	11/03/2020	voter	18	18	DEM	W	UN	F	Age 41 - 65	5	
JACKSON	11/03/2020	voter	SAV	SAV	UNA	W	UN	M	Age 18 - 25	3	
FORSYTH	11/03/2020	voter	206	206	UNA	U	HL	U	Age 18 - 25	1	
WILSON	11/03/2020	voter	PRWJ	PRWJ	DEM	O	HL	F	Age 26 - 40	1	
FORSYTH	11/03/2020	voter	702	702	UNA	W	NL	M	Age 18 - 25	23	
CATAWBA	11/03/2020	voter	25	25	UNA	W	NL	M	Age 26 - 40	49	
BURKE	11/03/2020	voter	0029-B	0029	REP	W	NL	M	Age Over 66	33	
BUNCOMBE	11/03/2020	voter	38.3	38.3	DEM	U	NL	M	Age 18 - 25	1	
RICHMOND	11/03/2020	voter	02	02	UNA	W	UN	M	Age 41 - 65	33	
MOORE	11/03/2020	voter	VSS	VSS	DEM	O	NL	F	Age 18 - 25	2	
NORTHAMPTON	11/03/2020	voter	GAPL	GARYSB	UNA	W	NL	F	Age Over 66	8	
DARE	11/03/2020	voter	MATO	MATO	UNA	U	UN	M	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	H27-A	H27	DEM	O	NL	M	Age 18 - 25	4	
ROBESON	11/03/2020	voter	25	25	UNA	W	NL	F	Age 41 - 65	23	
RUTHERFORD	11/03/2020	voter	13	13	UNA	B	UN	F	Age 26 - 40	12	
PITT	11/03/2020	voter	1001	1001	UNA	B	UN	F	Age 41 - 65	1	
UNION	11/03/2020	voter	011	011	UNA	B	NL	M	Age Over 66	1	
BUNCOMBE	11/03/2020	voter	39.2	39.1	UNA	M	UN	M	Age 18 - 25	1	
NASH	11/03/2020	voter	P17A	0040	DEM	O	HL	F	Age 18 - 25	2	
CABARRUS	11/03/2020	voter	04-13	04-10	DEM	B	HL	M	Age 41 - 65	1	
PERQUIMANS	11/03/2020	voter	NEW HO	NEW-HO	REP	U	UN	F	Age Over 66	2	
CUMBERLAND	11/03/2020	voter	CC31	CU02	UNA	B	NL	F	Age 26 - 40	1	
MOORE	11/03/2020	voter	CAR	CAR	UNA	O	NL	F	Age 18 - 25	1	
PITT	11/03/2020	voter	1508A	1508A	REP	M	UN	M	Age 18 - 25	1	
HAYWOOD	11/03/2020	voter	JC	JC	DEM	U	UN	F	Age 41 - 65	4	
ALAMANCE	11/03/2020	voter	09S	09S	UNA	I	UN	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	19-07	19-07	REP	W	NL	F	Age 18 - 25	41	
ROCKINGHAM	11/03/2020	voter	EC	EC	DEM	O	HL	M	Age 26 - 40	2	
GUILFORD	11/03/2020	voter	G57	G57	DEM	O	HL	F	Age 18 - 25	4	
CABARRUS	11/03/2020	voter	10-00	10-00	LIB	U	HL	M	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G73	G73	DEM	B	NL	M	Age 18 - 25	35	
WAYNE	11/03/2020	voter	14	14	DEM	B	NL	M	Age Over 66	29	
FORSYTH	11/03/2020	voter	902	902	DEM	M	UN	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	102	102	REP	U	HL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	20-06B	20-06	UNA	M	UN	M	Age 18 - 25	1	
ROBESON	11/03/2020	voter	05A	06	DEM	B	NL	F	Age 18 - 25	15	
LINCOLN	11/03/2020	voter	IS20	IS20	REP	U	UN	M	Age 41 - 65	2	
ORANGE	11/03/2020	voter	CA	CA	REP	W	UN	F	Age 41 - 65	8	
MECKLENBURG	11/03/2020	voter	210	210	UNA	I	NL	F	Age 26 - 40	1	
EDGECOMBE	11/03/2020	voter	1101	1101	UNA	B	NL	M	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	091	091	UNA	U	NL	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	215	215	REP	W	NL	M	Age 26 - 40	97	
COLUMBUS	11/03/2020	voter	P13	P13	DEM	W	NL	F	Age Over 66	38	
MECKLENBURG	11/03/2020	voter	033	033	REP	M	NL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	036	036	DEM	M	UN	M	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	CC25	CC25	UNA	W	UN	U	Age 18 - 25	2	
NASH	11/03/2020	voter	P22A	0033	UNA	O	NL	M	Age Over 66	1	
DURHAM	11/03/2020	voter	45	45	DEM	A	UN	F	Age 41 - 65	1	
BERTIE	11/03/2020	voter	W1	W1	UNA	B	NL	F	Age 26 - 40	22	
MECKLENBURG	11/03/2020	voter	228	228	DEM	U	HL	M	Age 26 - 40	12	
DAVIDSON	11/03/2020	voter	30	30	REP	B	NL	F	Age 41 - 65	3	
DURHAM	11/03/2020	voter	13	13	UNA	W	NL	F	Age 26 - 40	5	
SURRY	11/03/2020	voter	28	28	UNA	U	UN	F	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	G3A-2	G3	UNA	W	UN	M	Age 18 - 25	9	
ROWAN	11/03/2020	voter	15	15	DEM	W	NL	F	Age 41 - 65	84	
PITT	11/03/2020	voter	1509	1509	REP	W	NL	U	Age 18 - 25	4	
ROWAN	11/03/2020	voter	15	15	REP	B	NL	M	Age 26 - 40	1	
EDGECOMBE	11/03/2020	voter	0201	0201	UNA	M	UN	F	Age 41 - 65	1	
STOKES	11/03/2020	voter	20	20	UNA	B	UN	M	Age 41 - 65	1	
ROBESON	11/03/2020	voter	23	23	REP	I	UN	M	Age 18 - 25	5	
WILKES	11/03/2020	voter	129	129	UNA	B	NL	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G46	G46	DEM	W	HL	F	Age 18 - 25	1	
CUMBERLAND	11/03/2020	voter	MB62	MB62	UNA	B	UN	M	Age 26 - 40	25	
DAVIDSON	11/03/2020	voter	48	48	REP	U	UN	F	Age 26 - 40	3	
PENDER	11/03/2020	voter	SB02	SB02	UNA	U	UN	M	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	204.1	204.1	DEM	M	NL	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	18-06	18-06	REP	W	NL	F	Age 41 - 65	108	
MECKLENBURG	11/03/2020	voter	217	217	REP	U	UN	U	Age Over 66	8	
LEE	11/03/2020	voter	C1	C	GRE	B	NL	M	Age 41 - 65	1	
LINCOLN	11/03/2020	voter	LN11	LN11	UNA	W	NL	M	Age 26 - 40	41	
MECKLENBURG	11/03/2020	voter	151	151	UNA	O	HL	F	Age 26 - 40	15	
RANDOLPH	11/03/2020	voter	NM	26	DEM	W	UN	F	Age Over 66	4	
NEW HANOVER	11/03/2020	voter	W16	W16	DEM	U	UN	F	Age 41 - 65	1	
MCDOWELL	11/03/2020	voter	NEBO	NEBO	LIB	W	NL	F	Age 41 - 65	2	
CHATHAM	11/03/2020	voter	85	85	UNA	O	HL	M	Age 18 - 25	15	
WATAUGA	11/03/2020	voter	13	13	UNA	M	UN	F	Age 18 - 25	1	
BURKE	11/03/2020	voter	0040	0040	DEM	U	UN	F	Age 41 - 65	1	
CABARRUS	11/03/2020	voter	01-11	01-09	REP	U	UN	U	Age Over 66	1	
CHEROKEE	11/03/2020	voter	TOPT	TOPT	UNA	W	NL	M	Age 26 - 40	3	
BURKE	11/03/2020	voter	0062	0062	UNA	W	UN	F	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	237	237	REP	B	UN	F	Age 41 - 65	2	
GATES	11/03/2020	voter	1	1	REP	B	NL	M	Age Over 66	1	
SCOTLAND	11/03/2020	voter	04	04	UNA	W	UN	U	Age Over 66	1	
WAYNE	11/03/2020	voter	06	06	REP	W	UN	F	Age 41 - 65	43	
ALAMANCE	11/03/2020	voter	12S	12S	UNA	M	HL	M	Age 26 - 40	2	
GUILFORD	11/03/2020	voter	CG2	CG2	DEM	B	UN	F	Age Over 66	1	
WAKE	11/03/2020	voter	04-20	04-20	UNA	W	NL	U	Age Over 66	2	
DAVIDSON	11/03/2020	voter	42	42	DEM	W	UN	F	Age Over 66	4	
MECKLENBURG	11/03/2020	voter	033	033	UNA	W	UN	F	Age 41 - 65	15	
LEE	11/03/2020	voter	D2	D	DEM	W	UN	F	Age 41 - 65	25	
VANCE	11/03/2020	voter	WH	WH2	UNA	U	UN	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	RC1	RC1	UNA	B	HL	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	NCGR2	NCGR2	REP	U	UN	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	04-20	04-20	REP	A	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	240	240	DEM	W	NL	F	Age 18 - 25	43	
WAKE	11/03/2020	voter	08-07	08-07	DEM	W	UN	F	Age 18 - 25	2	
BRUNSWICK	11/03/2020	voter	17	17	GRE	W	NL	M	Age 41 - 65	1	
PERQUIMANS	11/03/2020	voter	NEW HO	NEW-HO	UNA	B	UN	F	Age 41 - 65	5	
IREDELL	11/03/2020	voter	CD	CD	REP	B	NL	M	Age 26 - 40	5	
BURKE	11/03/2020	voter	0038	0038	DEM	O	HL	F	Age 26 - 40	4	
CUMBERLAND	11/03/2020	voter	G7B	G7	REP	W	NL	F	Age 26 - 40	31	
FORSYTH	11/03/2020	voter	901	901	UNA	B	NL	F	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	17.1	17.1	UNA	W	UN	U	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	241	241	REP	O	UN	M	Age Over 66	1	
RANDOLPH	11/03/2020	voter	AR	03	DEM	B	UN	M	Age 18 - 25	1	
GASTON	11/03/2020	voter	05	05	DEM	U	UN	U	Age Over 66	3	
ORANGE	11/03/2020	voter	LC	LC	DEM	M	NL	F	Age 18 - 25	3	
GASTON	11/03/2020	voter	38	38	REP	W	UN	U	Age 26 - 40	1	
WAKE	11/03/2020	voter	15-01	15-01	REP	B	UN	M	Age 26 - 40	1	
RUTHERFORD	11/03/2020	voter	34	34	UNA	W	UN	F	Age 41 - 65	18	
WAKE	11/03/2020	voter	19-19	19-10	UNA	A	UN	F	Age 41 - 65	2	
AVERY	11/03/2020	voter	02	02	DEM	B	UN	F	Age 26 - 40	4	
CLAY	11/03/2020	voter	SWEE	SWEE	UNA	O	HL	F	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	CU02	CU02	DEM	B	UN	F	Age Over 66	8	
LINCOLN	11/03/2020	voter	LB34	LS15	REP	U	UN	M	Age 18 - 25	3	
WAKE	11/03/2020	voter	12-05	12-05	DEM	U	HL	F	Age 41 - 65	3	
ROBESON	11/03/2020	voter	39	39	UNA	W	UN	F	Age 18 - 25	1	
RANDOLPH	11/03/2020	voter	AN	10	REP	U	UN	F	Age 41 - 65	2	
WARREN	11/03/2020	voter	001	001	UNA	U	UN	F	Age 26 - 40	2	
BUNCOMBE	11/03/2020	voter	30.3	30.1	REP	W	UN	M	Age Over 66	27	
NEW HANOVER	11/03/2020	voter	W26	W26	DEM	W	HL	F	Age 26 - 40	5	
CUMBERLAND	11/03/2020	voter	CC01	CC01	DEM	W	UN	F	Age 18 - 25	2	
GASTON	11/03/2020	voter	46	46	DEM	A	UN	M	Age 41 - 65	3	
ALAMANCE	11/03/2020	voter	12N	12N	UNA	W	HL	F	Age 18 - 25	5	
WILSON	11/03/2020	voter	PRTO	PRTO	DEM	B	UN	F	Age 18 - 25	31	
WAYNE	11/03/2020	voter	15	15	DEM	W	UN	F	Age Over 66	5	
CARTERET	11/03/2020	voter	BFT1	BFT1	DEM	W	NL	U	Age 26 - 40	1	
BRUNSWICK	11/03/2020	voter	19	19	DEM	W	UN	M	Age Over 66	58	
JOHNSTON	11/03/2020	voter	PR22	PR22	REP	B	UN	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	084	084	UNA	U	HL	M	Age 18 - 25	5	
MACON	11/03/2020	voter	14	14	DEM	W	UN	F	Age 41 - 65	6	
WILKES	11/03/2020	voter	113A	113	DEM	B	NL	F	Age 41 - 65	1	
GASTON	11/03/2020	voter	15	15	UNA	W	NL	U	Age 41 - 65	2	
WAKE	11/03/2020	voter	13-01	13-01	REP	A	NL	F	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	023	023	REP	I	NL	M	Age 18 - 25	1	
ROCKINGHAM	11/03/2020	voter	EC	EC	REP	B	UN	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	20-15	20-02	REP	I	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	050	050	DEM	B	HL	F	Age 41 - 65	1	
PITT	11/03/2020	voter	0101	0101	UNA	O	HL	F	Age 26 - 40	6	
MECKLENBURG	11/03/2020	voter	130	130	DEM	W	UN	M	Age 26 - 40	7	
STANLY	11/03/2020	voter	0212	0002	DEM	B	UN	U	Age 26 - 40	1	
SURRY	11/03/2020	voter	18	18	REP	W	UN	F	Age 18 - 25	2	
EDGECOMBE	11/03/2020	voter	1204	1204	REP	B	NL	F	Age Over 66	1	
BURKE	11/03/2020	voter	0001	0001	UNA	W	NL	M	Age Over 66	57	
WAKE	11/03/2020	voter	01-20	01-20	DEM	O	UN	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G47	G47	UNA	O	NL	F	Age 41 - 65	4	
SAMPSON	11/03/2020	voter	HERR	HERR	DEM	W	UN	F	Age Over 66	1	
BEAUFORT	11/03/2020	voter	HB	HB	UNA	O	UN	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	04-03	04-03	UNA	B	UN	U	Age 18 - 25	1	
NEW HANOVER	11/03/2020	voter	CF02	CF02	REP	M	NL	F	Age 26 - 40	2	
HAYWOOD	11/03/2020	voter	LJ	LJ	DEM	U	UN	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	17-12	17-08	DEM	O	NL	M	Age 41 - 65	9	
BUNCOMBE	11/03/2020	voter	42.1	105.1	DEM	O	NL	F	Age 18 - 25	1	
HARNETT	11/03/2020	voter	PR25	PR25	UNA	O	NL	F	Age 26 - 40	1	
FORSYTH	11/03/2020	voter	302	302	REP	W	NL	M	Age 18 - 25	1	
HENDERSON	11/03/2020	voter	HV-2	HV-2	UNA	W	HL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	01-49	01-49	REP	W	UN	F	Age 41 - 65	9	
WAKE	11/03/2020	voter	13-05	13-05	REP	W	NL	F	Age 26 - 40	44	
MECKLENBURG	11/03/2020	voter	146	146	UNA	M	HL	M	Age 26 - 40	2	
CUMBERLAND	11/03/2020	voter	G2A	G2	REP	O	HL	M	Age Over 66	2	
JOHNSTON	11/03/2020	voter	PR38	PR17	UNA	W	UN	F	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	145	145	UNA	U	HL	F	Age Over 66	2	
RUTHERFORD	11/03/2020	voter	27	27	DEM	W	NL	M	Age 26 - 40	29	
MECKLENBURG	11/03/2020	voter	235	235	UNA	O	NL	M	Age 41 - 65	2	
BERTIE	11/03/2020	voter	W1	W1	REP	W	NL	M	Age 41 - 65	54	
ROBESON	11/03/2020	voter	39	39	REP	W	NL	F	Age Over 66	3	
PASQUOTANK	11/03/2020	voter	NORTH	2-A	UNA	A	NL	M	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	FR5B	FR5	DEM	U	UN	U	Age 41 - 65	1	
GASTON	11/03/2020	voter	17	17	DEM	O	HL	M	Age 41 - 65	4	
WAKE	11/03/2020	voter	20-12	20-12	UNA	W	HL	F	Age 26 - 40	1	
ORANGE	11/03/2020	voter	WH	WH	DEM	W	UN	F	Age Over 66	11	
CUMBERLAND	11/03/2020	voter	MR02	MR02	DEM	B	UN	M	Age Over 66	20	
DAVIDSON	11/03/2020	voter	06	06	REP	O	NL	M	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	G10B	G10	UNA	U	HL	M	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	079	079	UNA	O	NL	M	Age 41 - 65	4	
ROBESON	11/03/2020	voter	11	11	DEM	O	HL	M	Age 41 - 65	4	
MECKLENBURG	11/03/2020	voter	221	221	REP	M	NL	F	Age 18 - 25	1	
CURRITUCK	11/03/2020	voter	PP	PP	LIB	W	NL	M	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR13	PR13	DEM	O	NL	M	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	243	243	DEM	B	UN	M	Age Over 66	20	
MECKLENBURG	11/03/2020	voter	055	055	REP	W	NL	M	Age 26 - 40	6	
WAKE	11/03/2020	voter	19-18	19-10	LIB	B	NL	M	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	122	122	UNA	U	HL	F	Age 18 - 25	5	
SURRY	11/03/2020	voter	27	27	GRE	U	UN	U	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	055	055	UNA	W	UN	M	Age Over 66	8	
RANDOLPH	11/03/2020	voter	NM	25	LIB	W	NL	F	Age 18 - 25	1	
DAVIE	11/03/2020	voter	05	05	REP	U	UN	M	Age 18 - 25	2	
HENDERSON	11/03/2020	voter	LP	LP	DEM	W	UN	U	Age Over 66	1	
POLK	11/03/2020	voter	CL08	CL08	UNA	B	NL	M	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	137	137	UNA	U	HL	M	Age 26 - 40	1	
DAVIDSON	11/03/2020	voter	54	54	UNA	W	HL	F	Age 18 - 25	1	
HENDERSON	11/03/2020	voter	LP	LP	DEM	O	NL	M	Age 41 - 65	1	
DAVIDSON	11/03/2020	voter	04	04	DEM	W	HL	F	Age 26 - 40	2	
JONES	11/03/2020	voter	P04	P04	DEM	B	NL	F	Age 26 - 40	26	
NASH	11/03/2020	voter	P04A	0008	DEM	B	UN	F	Age 26 - 40	9	
YANCEY	11/03/2020	voter	06 JAC	06-JAC	DEM	W	UN	M	Age Over 66	7	
YANCEY	11/03/2020	voter	11 PRI	11-PRI	REP	W	UN	U	Age 41 - 65	1	
WAKE	11/03/2020	voter	16-01	16-01	DEM	U	UN	U	Age Over 66	10	
WAYNE	11/03/2020	voter	27	27	UNA	U	UN	M	Age 18 - 25	2	
HENDERSON	11/03/2020	voter	CC	CC	UNA	M	UN	F	Age Over 66	1	
FORSYTH	11/03/2020	voter	206	206	DEM	W	NL	M	Age Over 66	6	
WAKE	11/03/2020	voter	20-08	20-08	DEM	O	NL	M	Age 18 - 25	4	
FORSYTH	11/03/2020	voter	506	506	UNA	M	HL	M	Age 26 - 40	2	
ROBESON	11/03/2020	voter	39	39	REP	U	UN	U	Age 26 - 40	5	
GUILFORD	11/03/2020	voter	G65	G65	DEM	U	UN	U	Age 41 - 65	8	
GASTON	11/03/2020	voter	39	39	DEM	B	NL	M	Age 26 - 40	6	
FORSYTH	11/03/2020	voter	503	503	DEM	O	UN	M	Age 41 - 65	1	
DARE	11/03/2020	voter	HAT	HAT	REP	W	NL	M	Age 41 - 65	17	
UNION	11/03/2020	voter	016	016	DEM	B	UN	U	Age 26 - 40	3	
CUMBERLAND	11/03/2020	voter	CC13	CC13	DEM	W	NL	M	Age 26 - 40	2	
FORSYTH	11/03/2020	voter	708	708	UNA	B	UN	M	Age Over 66	1	
NEW HANOVER	11/03/2020	voter	M06	M05	DEM	O	NL	F	Age Over 66	3	
CRAVEN	11/03/2020	voter	N4	N4	DEM	I	NL	F	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	063	063	DEM	U	UN	U	Age 18 - 25	11	
RUTHERFORD	11/03/2020	voter	27	27	DEM	O	UN	F	Age 41 - 65	1	
DURHAM	11/03/2020	voter	30-1	30-1	REP	O	NL	M	Age 41 - 65	4	
CLEVELAND	11/03/2020	voter	KM S	KM3	UNA	W	NL	M	Age Over 66	38	
ANSON	11/03/2020	voter	WADES	W1	DEM	B	UN	M	Age Over 66	12	
ONSLOW	11/03/2020	voter	VR15	VR15	DEM	O	HL	F	Age 18 - 25	2	
JOHNSTON	11/03/2020	voter	PR19	PR19	REP	B	NL	F	Age 41 - 65	4	
WAKE	11/03/2020	voter	17-12	17-08	DEM	U	UN	F	Age 26 - 40	11	
GRANVILLE	11/03/2020	voter	MTEN	MTEN	DEM	O	NL	F	Age Over 66	3	
HALIFAX	11/03/2020	voter	HPR	ROSEN	UNA	U	HL	M	Age 26 - 40	1	
FRANKLIN	11/03/2020	voter	17	17	DEM	B	UN	M	Age 18 - 25	4	
GASTON	11/03/2020	voter	23	23	REP	O	HL	F	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	126	126	DEM	B	UN	M	Age 41 - 65	86	
WILKES	11/03/2020	voter	115A	115A	DEM	U	UN	F	Age 26 - 40	1	
LENOIR	11/03/2020	voter	K4	K4	DEM	B	UN	F	Age Over 66	25	
NASH	11/03/2020	voter	P06A	0011	UNA	A	NL	F	Age 18 - 25	1	
BRUNSWICK	11/03/2020	voter	10B	10	UNA	O	NL	M	Age 26 - 40	1	
ALEXANDER	11/03/2020	voter	T1T4T5	T5	REP	W	NL	M	Age 26 - 40	28	
WAKE	11/03/2020	voter	16-02	16-02	REP	B	NL	M	Age 41 - 65	9	
NEW HANOVER	11/03/2020	voter	H02	H02	DEM	U	UN	F	Age 18 - 25	2	
GREENE	11/03/2020	voter	SH#1	SH1	DEM	B	UN	F	Age 41 - 65	44	
MECKLENBURG	11/03/2020	voter	056	056	UNA	M	HL	M	Age 18 - 25	1	
PITT	11/03/2020	voter	1504B	1504	REP	U	UN	U	Age 26 - 40	20	
HALIFAX	11/03/2020	voter	RR1-2	RR-1	DEM	O	UN	U	Age 18 - 25	1	
DAVIDSON	11/03/2020	voter	28	28	UNA	A	NL	M	Age 26 - 40	2	
GRANVILLE	11/03/2020	voter	ANTI	ANTI	REP	W	UN	U	Age 26 - 40	2	
LINCOLN	11/03/2020	voter	NB35	NB09	REP	W	NL	F	Age 18 - 25	46	
DAVIDSON	11/03/2020	voter	72	72	REP	B	UN	M	Age 41 - 65	1	
WILKES	11/03/2020	voter	102	102	DEM	B	NL	F	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	218	218	DEM	B	NL	F	Age 26 - 40	12	
IREDELL	11/03/2020	voter	CC3	CC3	LIB	U	UN	U	Age Over 66	1	
SWAIN	11/03/2020	voter	BC1	BC1	DEM	I	NL	M	Age Over 66	2	
DURHAM	11/03/2020	voter	40	40	UNA	U	HL	F	Age 18 - 25	5	
ROWAN	11/03/2020	voter	30	30	REP	U	UN	F	Age 41 - 65	3	
ROWAN	11/03/2020	voter	05A	06	REP	U	UN	U	Age Over 66	5	
ONSLOW	11/03/2020	voter	GB12	GB12	DEM	A	UN	F	Age 26 - 40	1	
RANDOLPH	11/03/2020	voter	RM	31	UNA	W	UN	M	Age 18 - 25	16	
CURRITUCK	11/03/2020	voter	CJ	CJ	DEM	O	UN	M	Age 18 - 25	1	
BURKE	11/03/2020	voter	0052	0052	DEM	W	UN	F	Age 41 - 65	3	
CASWELL	11/03/2020	voter	STON	STON	LIB	W	NL	M	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	W15	W15	REP	U	UN	M	Age 26 - 40	1	
NEW HANOVER	11/03/2020	voter	CF05	CF03	DEM	U	HL	F	Age 26 - 40	1	
YADKIN	11/03/2020	voter	BNVL	BNVL	UNA	U	NL	M	Age 41 - 65	1	
BRUNSWICK	11/03/2020	voter	07	07	LIB	W	NL	F	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	G67	G67	REP	B	NL	F	Age 26 - 40	5	
ORANGE	11/03/2020	voter	WD	WD	DEM	U	HL	F	Age 41 - 65	1	
CARTERET	11/03/2020	voter	OTBEG	BETT	REP	W	NL	F	Age 26 - 40	6	
GREENE	11/03/2020	voter	WALS	WALS	REP	I	UN	F	Age 41 - 65	1	
CRAVEN	11/03/2020	voter	20	20	DEM	U	UN	F	Age 41 - 65	2	
WAKE	11/03/2020	voter	01-07	01-07	UNA	O	NL	M	Age 41 - 65	4	
GUILFORD	11/03/2020	voter	OR1	OR1	UNA	A	UN	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	15-02	15-02	DEM	M	NL	F	Age 26 - 40	2	
PITT	11/03/2020	voter	1512A	1512A	REP	U	NL	F	Age 41 - 65	1	
WILSON	11/03/2020	voter	PRWH	PRWH	UNA	O	HL	M	Age 18 - 25	2	
WAKE	11/03/2020	voter	07-02	07-02	REP	U	UN	F	Age 26 - 40	2	
CUMBERLAND	11/03/2020	voter	AL51	AL51	UNA	U	UN	F	Age Over 66	1	
BEAUFORT	11/03/2020	voter	TCRK	TCRK	REP	W	UN	M	Age Over 66	12	
ANSON	11/03/2020	voter	WADES	W2	UNA	W	UN	M	Age 26 - 40	7	
NEW HANOVER	11/03/2020	voter	H12	H09	DEM	W	NL	M	Age Over 66	61	
CUMBERLAND	11/03/2020	voter	G8A	G8	REP	U	HL	M	Age 41 - 65	2	
ANSON	11/03/2020	voter	WADES	W2	UNA	U	NL	M	Age Over 66	1	
ROBESON	11/03/2020	voter	39	39	REP	I	UN	F	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	075	075	UNA	O	NL	M	Age 18 - 25	3	
BEAUFORT	11/03/2020	voter	BEADM	BEADM	REP	W	UN	F	Age Over 66	23	
PENDER	11/03/2020	voter	SC13	SC13	UNA	I	UN	F	Age 41 - 65	1	
YADKIN	11/03/2020	voter	SKNB	SKNB	DEM	W	NL	M	Age Over 66	20	
LEE	11/03/2020	voter	A1	A	DEM	U	HL	U	Age 26 - 40	1	
PITT	11/03/2020	voter	0901	0901	DEM	B	NL	M	Age 41 - 65	27	
PASQUOTANK	11/03/2020	voter	NIX	NIX	UNA	U	UN	F	Age 41 - 65	4	
MECKLENBURG	11/03/2020	voter	117	117	UNA	M	UN	M	Age 26 - 40	1	
CALDWELL	11/03/2020	voter	PR22	PR22	REP	W	UN	F	Age 26 - 40	18	
JONES	11/03/2020	voter	P01	P01	LIB	W	NL	F	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	015	015	UNA	A	NL	M	Age 26 - 40	1	
ROCKINGHAM	11/03/2020	voter	HO	HO	UNA	O	NL	M	Age 41 - 65	2	
GUILFORD	11/03/2020	voter	G27	G27	LIB	W	NL	F	Age 18 - 25	3	
ORANGE	11/03/2020	voter	SM	SM	LIB	U	UN	M	Age 26 - 40	1	
HERTFORD	11/03/2020	voter	SJ	SJ	DEM	W	UN	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	10-03	10-03	DEM	W	UN	F	Age 41 - 65	13	
DURHAM	11/03/2020	voter	28	28	DEM	B	UN	F	Age 18 - 25	2	
NEW HANOVER	11/03/2020	voter	H05	H05	DEM	B	NL	M	Age 18 - 25	1	
BUNCOMBE	11/03/2020	voter	12.1	12.1	UNA	W	NL	U	Age 41 - 65	1	
MOORE	11/03/2020	voter	EAB	EAB	REP	W	UN	M	Age 18 - 25	7	
MECKLENBURG	11/03/2020	voter	226	226	REP	A	UN	M	Age Over 66	1	
GUILFORD	11/03/2020	voter	G45	G45	UNA	W	UN	F	Age 26 - 40	14	
WAKE	11/03/2020	voter	01-50	01-50	DEM	U	HL	M	Age 26 - 40	3	
